year,week_num,start_date,end_date,rank,music,singer,album
2022,46,2022.11.06,2022.11.12,1,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2022,46,2022.11.06,2022.11.12,2,Nxde,(여자)아이들,I love
2022,46,2022.11.06,2022.11.12,3,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2022,46,2022.11.06,2022.11.12,4,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)
2022,46,2022.11.06,2022.11.12,5,After LIKE,IVE (아이브),After LIKE
2022,46,2022.11.06,2022.11.12,6,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
2022,46,2022.11.06,2022.11.12,7,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour
2022,47,2022.11.13,2022.11.19,1,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2022,46,2022.11.06,2022.11.12,8,After LIKE,IVE (아이브),After LIKE
2022,47,2022.11.13,2022.11.19,2,London Boy,임영웅,Polaroid
2022,46,2022.11.06,2022.11.12,9,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour
2022,47,2022.11.13,2022.11.19,3,Polaroid,임영웅,Polaroid
2022,46,2022.11.06,2022.11.12,10,Attention,NewJeans,NewJeans 1st EP `New Jeans`
2022,47,2022.11.13,2022.11.19,4,Nxde,(여자)아이들,I love
2022,46,2022.11.06,2022.11.12,11,Monologue,테이 (Tei),Monologue
2022,47,2022.11.13,2022.11.19,5,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2022,46,2022.11.06,2022.11.12,12,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,47,2022.11.13,2022.11.19,6,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)
2022,46,2022.11.06,2022.11.12,13,Shut Down,BLACKPINK,BORN PINK
2022,47,2022.11.13,2022.11.19,7,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
2022,46,2022.11.06,2022.11.12,14,Pink Venom,BLACKPINK,Pink Venom
2022,48,2022.11.20,2022.11.26,1,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2022,47,2022.11.13,2022.11.19,8,Polaroid,임영웅,Polaroid
2022,46,2022.11.06,2022.11.12,15,Pink Venom,BLACKPINK,Pink Venom
2022,48,2022.11.20,2022.11.26,2,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2022,47,2022.11.13,2022.11.19,9,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour
2022,46,2022.11.06,2022.11.12,16,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES
2022,48,2022.11.20,2022.11.26,3,Nxde,(여자)아이들,I love
2022,47,2022.11.13,2022.11.19,10,Attention,NewJeans,NewJeans 1st EP `New Jeans`
2022,46,2022.11.06,2022.11.12,17,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만
2022,48,2022.11.20,2022.11.26,4,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
2022,47,2022.11.13,2022.11.19,11,Monologue,테이 (Tei),Monologue
2022,46,2022.11.06,2022.11.12,18,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집
2022,48,2022.11.20,2022.11.26,5,London Boy,임영웅,Polaroid
2022,47,2022.11.13,2022.11.19,12,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,46,2022.11.06,2022.11.12,19,해요 (2022),#안녕,해요 (2022)
2022,48,2022.11.20,2022.11.26,6,After LIKE,IVE (아이브),After LIKE
2022,47,2022.11.13,2022.11.19,13,Shut Down,BLACKPINK,BORN PINK
2022,46,2022.11.06,2022.11.12,20,그라데이션,10cm,5.3
2022,48,2022.11.20,2022.11.26,7,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)
2022,47,2022.11.13,2022.11.19,14,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]
2022,46,2022.11.06,2022.11.12,21,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS
2022,50,2022.12.04,2022.12.10,1,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2022,48,2022.11.20,2022.11.26,8,London Boy,임영웅,Polaroid
2022,47,2022.11.13,2022.11.19,15,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",쇼미더머니 11 Episode 1
2022,46,2022.11.06,2022.11.12,22,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만
2022,50,2022.12.04,2022.12.10,2,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
