year,week_num,start_date,end_date,rank,music,singer,album
2019,28,2019.07.07,2019.07.13,1,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
2019,28,2019.07.07,2019.07.13,2,We don`t talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),We don`t talk together
2019,28,2019.07.07,2019.07.13,3,술이 문제야,"장혜진, 윤민수",술이 문제야
2019,28,2019.07.07,2019.07.13,4,인사,멜로망스(Melomance),인사
2019,28,2019.07.07,2019.07.13,5,니 소식,송하예,니 소식
2019,28,2019.07.07,2019.07.13,6,Snapping,청하,Flourishing
2019,28,2019.07.07,2019.07.13,7,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack) OST
2019,28,2019.07.07,2019.07.13,8,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
2019,28,2019.07.07,2019.07.13,9,2002,Anne-Marie,Speak Your Mind (Deluxe)
2019,29,2019.07.14,2019.07.20,1,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
2019,28,2019.07.07,2019.07.13,10,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2019,29,2019.07.14,2019.07.20,2,술이 문제야,"장혜진, 윤민수",술이 문제야
2019,28,2019.07.07,2019.07.13,11,포장마차,황인욱,포장마차
2019,29,2019.07.14,2019.07.20,3,니 소식,송하예,니 소식
2019,28,2019.07.07,2019.07.13,12,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2019,29,2019.07.14,2019.07.20,4,인사,멜로망스(Melomance),인사
2019,28,2019.07.07,2019.07.13,13,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2019,29,2019.07.14,2019.07.20,5,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack) OST
2019,28,2019.07.07,2019.07.13,14,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
2019,29,2019.07.14,2019.07.20,6,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
2019,28,2019.07.07,2019.07.13,15,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
2019,29,2019.07.14,2019.07.20,7,2002,Anne-Marie,Speak Your Mind (Deluxe)
2019,28,2019.07.07,2019.07.13,16,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2019,29,2019.07.14,2019.07.20,8,We don`t talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),We don`t talk together
2019,28,2019.07.07,2019.07.13,17,비가 내리는 날에는,윤하,STABLE MINDSET
2019,29,2019.07.14,2019.07.20,9,Snapping,청하,Flourishing
2019,28,2019.07.07,2019.07.13,18,A Whole New World,"Mena Massoud, Naomi Scott",Aladdin (Original Motion Picture Soundtrack)
2019,29,2019.07.14,2019.07.20,10,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2019,30,2019.07.21,2019.07.27,1,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
2019,28,2019.07.07,2019.07.13,19,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2019,29,2019.07.14,2019.07.20,11,Snapping,청하,Flourishing
2019,30,2019.07.21,2019.07.27,2,술이 문제야,"장혜진, 윤민수",술이 문제야
2019,28,2019.07.07,2019.07.13,20,비가 내리는 날에는,윤하,STABLE MINDSET
2019,29,2019.07.14,2019.07.20,12,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2019,30,2019.07.21,2019.07.27,3,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
2019,28,2019.07.07,2019.07.13,21,Another Day,"먼데이 키즈 (Monday Kiz), 펀치 (Punch)",호텔 델루나 OST Part.1
2019,29,2019.07.14,2019.07.20,13,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2019,30,2019.07.21,2019.07.27,4,니 소식,송하예,니 소식
2019,28,2019.07.07,2019.07.13,22,A Whole New World,"Mena Massoud, Naomi Scott",Aladdin (Original Motion Picture Soundtrack)
2019,29,2019.07.14,2019.07.20,14,We don`t talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),We don`t talk together
2019,30,2019.07.21,2019.07.27,5,인사,멜로망스(Melomance),인사
2019,28,2019.07.07,2019.07.13,23,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2019,29,2019.07.14,2019.07.20,15,뭐해 (What are you up to),강다니엘,color on me
