year,week_num,start_date,end_date,rank,music,singer,album
2014,47,2014.11.16,2014.11.22,1,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라
2014,47,2014.11.16,2014.11.22,2,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album `광화문에서 (At Gwanghwamun)`
2014,47,2014.11.16,2014.11.22,3,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,4,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,5,사뿐사뿐 (Like a Cat),AOA,사뿐사뿐
2014,47,2014.11.16,2014.11.22,6,죽을만큼 아파서 Part 2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,7,12시 30분,비스트 (Beast),Time
2014,47,2014.11.16,2014.11.22,8,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
2014,47,2014.11.16,2014.11.22,9,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,10,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,11,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (Pianoforte)
2014,47,2014.11.16,2014.11.22,12,쓰담쓰담,10cm,3.0
2014,47,2014.11.16,2014.11.22,13,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie
2014,47,2014.11.16,2014.11.22,14,New York (Feat. 백지영),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,15,"고장난 선풍기 (Feat. 개리, 효린 of 씨스타)",MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,16,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장
2014,47,2014.11.16,2014.11.22,17,Whatever (Feat. 민아 of 걸스데이),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,18,위로,어반 자카파 (Urban Zakapa),(04)
2014,47,2014.11.16,2014.11.22,19,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE)
