year,week_num,start_date,end_date,rank,music,singer,album
2014,46,2014.11.09,2014.11.15,1,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,2,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,3,죽을만큼 아파서 Part 2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,4,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,5,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,6,New York (Feat. 백지영),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,7,"고장난 선풍기 (Feat. 개리, 효린 of 씨스타)",MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,1,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라
2014,46,2014.11.09,2014.11.15,8,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
2014,47,2014.11.16,2014.11.22,2,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album `광화문에서 (At Gwanghwamun)`
2014,46,2014.11.09,2014.11.15,9,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,3,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,10,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,4,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,11,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (Pianoforte)
2014,47,2014.11.16,2014.11.22,5,사뿐사뿐 (Like a Cat),AOA,사뿐사뿐
2014,46,2014.11.09,2014.11.15,12,쓰담쓰담,10cm,3.0
2014,47,2014.11.16,2014.11.22,6,죽을만큼 아파서 Part 2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,13,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie
2014,47,2014.11.16,2014.11.22,7,12시 30분,비스트 (Beast),Time
2014,46,2014.11.09,2014.11.15,14,New York (Feat. 백지영),MC몽,MISS ME OR DISS ME
2014,48,2014.11.23,2014.11.29,1,세 사람 (With 성시경),토이 (Toy),Da Capo
2014,47,2014.11.16,2014.11.22,8,너의 바다에 머무네 (With 김동률),토이 (Toy),Da Capo
2014,46,2014.11.09,2014.11.15,15,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,48,2014.11.23,2014.11.29,2,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album `광화문에서 (At Gwanghwamun)`
2014,47,2014.11.16,2014.11.22,9,"Goodbye sun, Goodbye moon (With 이수현 of 악동뮤지션)",토이 (Toy),Da Capo
2014,46,2014.11.09,2014.11.15,16,피아니시모 (With 김예림),토이 (Toy),Da Capo
2014,48,2014.11.23,2014.11.29,3,U & I (With Crush & 빈지노),토이 (Toy),Da Capo
2014,47,2014.11.16,2014.11.22,10,그녀가 말했다 (With 권진아),토이 (Toy),Da Capo
2014,46,2014.11.09,2014.11.15,17,12시 30분,비스트 (Beast),Time
2014,48,2014.11.23,2014.11.29,4,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라
2014,47,2014.11.16,2014.11.22,11,Reset (With 이적),토이 (Toy),Da Capo
2014,46,2014.11.09,2014.11.15,18,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
2014,48,2014.11.23,2014.11.29,5,GOOD BOY,GD X TAEYANG,GOOD BOY
2014,47,2014.11.16,2014.11.22,12,쓰담쓰담,10cm,3.0
2014,46,2014.11.09,2014.11.15,19,그리워라,10cm,3.0
2014,49,2014.11.30,2014.12.06,1,HAPPY TOGETHER,박효신,HAPPY TOGETHER
2014,48,2014.11.23,2014.11.29,6,GOOD BOY,GD X TAEYANG,GOOD BOY
2014,47,2014.11.16,2014.11.22,13,쓰담쓰담,10cm,3.0
2014,46,2014.11.09,2014.11.15,20,그녀가 말했다 (With 권진아),토이 (Toy),Da Capo
2014,49,2014.11.30,2014.12.06,2,LUV,에이핑크 (Apink),Pink LUV
2014,48,2014.11.23,2014.11.29,7,위아래,EXID,위아래
2014,47,2014.11.16,2014.11.22,14,Secret,에이핑크 (Apink),Pink LUV
2014,46,2014.11.09,2014.11.15,21,자랑,곽진언,슈퍼스타K6 결승전
2014,49,2014.11.30,2014.12.06,3,시간아 천천히,이진아,K팝 스타 시즌4 `시간아 천천히`
