year,week_num,start_date,end_date,rank,music,singer,album
2014,47,2014.11.16,2014.11.22,1,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라
2014,47,2014.11.16,2014.11.22,2,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album `광화문에서 (At Gwanghwamun)`
2014,47,2014.11.16,2014.11.22,3,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,4,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,5,사뿐사뿐 (Like a Cat),AOA,사뿐사뿐
2014,47,2014.11.16,2014.11.22,6,죽을만큼 아파서 Part 2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME
2014,47,2014.11.16,2014.11.22,7,12시 30분,비스트 (Beast),Time
2014,48,2014.11.23,2014.11.29,1,세 사람 (With 성시경),토이 (Toy),Da Capo
2014,47,2014.11.16,2014.11.22,8,너의 바다에 머무네 (With 김동률),토이 (Toy),Da Capo
2014,48,2014.11.23,2014.11.29,2,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album `광화문에서 (At Gwanghwamun)`
2014,47,2014.11.16,2014.11.22,9,"Goodbye sun, Goodbye moon (With 이수현 of 악동뮤지션)",토이 (Toy),Da Capo
2014,48,2014.11.23,2014.11.29,3,U & I (With Crush & 빈지노),토이 (Toy),Da Capo
2014,47,2014.11.16,2014.11.22,10,그녀가 말했다 (With 권진아),토이 (Toy),Da Capo
2014,48,2014.11.23,2014.11.29,4,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라
2014,47,2014.11.16,2014.11.22,11,Reset (With 이적),토이 (Toy),Da Capo
2014,48,2014.11.23,2014.11.29,5,GOOD BOY,GD X TAEYANG,GOOD BOY
2014,47,2014.11.16,2014.11.22,12,쓰담쓰담,10cm,3.0
2014,48,2014.11.23,2014.11.29,6,인생은 아름다워 (With 다이나믹듀오 & Zion. T & Crush),토이 (Toy),Da Capo
2014,47,2014.11.16,2014.11.22,13,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,48,2014.11.23,2014.11.29,7,사뿐사뿐 (Like a Cat),AOA,사뿐사뿐
