year,week_num,start_date,end_date,rank,music,singer,album
2014,44,2014.10.26,2014.11.01,1,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,2,12시 30분,비스트 (Beast),Time
2014,44,2014.10.26,2014.11.01,3,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,4,스포일러,에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,5,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No make up)",개코,REDINGRAY
2014,44,2014.10.26,2014.11.01,6,또 싸워 (Feat. 윤하),에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,7,RICH (Feat. 태양),에픽하이 (EPIK HIGH),신발장
2014,45,2014.11.02,2014.11.08,1,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,8,손대지마,에일리 (Ailee),Magazine
2014,45,2014.11.02,2014.11.08,2,12시 30분,비스트 (Beast),Time
2014,44,2014.10.26,2014.11.01,9,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (Pianoforte)
2014,45,2014.11.02,2014.11.08,3,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,10,술이 너보다 낫더라,"포스트맨, 6 to 8",술이 너보다 낫더라
2014,45,2014.11.02,2014.11.08,4,스포일러,에픽하이 (EPIK HIGH),신발장
2014,44,2014.10.26,2014.11.01,11,또 싸워 (Feat. 윤하),에픽하이 (EPIK HIGH),신발장
2014,45,2014.11.02,2014.11.08,5,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No make up)",개코,REDINGRAY
2014,44,2014.10.26,2014.11.01,12,시간과 낙엽,AKMU (악뮤),시간과 낙엽
2014,45,2014.11.02,2014.11.08,6,오늘따라,2am,Let`s Talk
2014,44,2014.10.26,2014.11.01,13,Lost Stars,Adam Levine,영화 Begin Again OST
2014,45,2014.11.02,2014.11.08,7,어떻게 사랑이 그래요,이승환,Hwantastic
2014,44,2014.10.26,2014.11.01,14,바람,god,Thanks Edition `바람`
2014,46,2014.11.09,2014.11.15,1,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,MISS ME OR DISS ME
2014,45,2014.11.02,2014.11.08,8,Whatever (Feat. 민아 of 걸스데이),MC몽,MISS ME OR DISS ME
2014,44,2014.10.26,2014.11.01,15,E.R (Feat. The Channels),MC몽,MISS ME OR DISS ME
2014,46,2014.11.09,2014.11.15,2,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME
2014,45,2014.11.02,2014.11.08,9,What could I do (Feat. 범키),MC몽,MISS ME OR DISS ME
2014,44,2014.10.26,2014.11.01,16,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (EPIK HIGH),신발장
